"text","label"
"""

 Edit request for video games section 

The section ICarly#Video games could use an update to the second paragraph to the effect that there has been a second game released by this publisher.  Something along the lines of 

""""Activision released a sequel, iCarly 2: iJoin the Click, for the same platforms in November 2010.""""

or words to that effect should cover it.  If you need sources:

 IGN
 Gamers Hell

Thanks.  88.104.32.76  """,0
"- unsigned comment",0
"""

 Races 

What does """"Six days of New York (with Piet van Kempen)"""" mean, it has no context. Was Piet van Kempen on his team, or was he a competitor?   """,0
"clue bot ng sucked my cock. I have 14 inches",1
"Emperor Maximinus Thrax NOT from Italy 

Maximinus Thrax was born in either Moesia (today's Serbia) or Thrace (today's Bulgaria or possibly the western tip of Greece).

He certainly was not from Italy, so the flag and country name should be changed.",0
"(UTC)
  04:34, 5 May 2010",0
"Netherlandic should not redirect to The Netherlands. The Netherlands is a country, and Netherlandic is the official language spoken in The Netherlands, Flanders, Suriname, Dutch Antilles, Aruba and some other regions in the world. Netherlandic is called Dutch for people from The Netherlands (or Holland), and Flemish for people in Belgium, but the Official name is Netherlandic or Nederlands.

People have to stop calling my language Dutch, because I'm not Dutch, I'm Belgian, and I speak Flemish, officially called Netherlandic/Nederlands.",0
"BRAD PITT IS THE SEXIEST BEAST IN THE WORLD! HE IS THE SEX! xxx",1
"Go away then you damn, wicked paid loser.",1
", I want to kill a m'ock' ing bird",1
"YOU NEED TO STOP PISSING OTHERS OFF",1
"== SHIT == 

 I ALWAYSE FUCKIN HATED THIS GOD DAM IT SHIT WEBSITE!!! GOD FUCK IT TO HELL!",1
"Sorry about your Attention deficit hyperactivity disorder, but it explains a lot. Thanks.",0
"yo yoy yoy kmilcfjanswuxdfbhuoefbjuswbwde  fuck you",1
"History 

When did skate punk start? What was the first skate punk band? //",0
"Bla bla bla....suck it Irishguy =)",1
"I've now created a new article: Onesie (UK).",0
"== Hey fuck you you cocksucker 

I was talking to Daymee you fucking retard.",1
"Well instead of 'it's up to you'  'ing' me do some work you seem to be able to do enough criticism, well use your brain (in the case you have got one) and make corrections, in the mean time I am going to do something about you because you are becoming a pest. Thanks. 

86.146.153.231",1
"BLOCK ME you fucking dicksukers.",1
"fuck you 

you're a fag",1
"A tag has been placed on Michael Buckley., requesting that it be speedily deleted from Wikipedia. This has been done because it is an article about a certain website, blog, forum, or other web content that does not assert the importance or significance of that web location. Please read our criteria for speedy deletion, particularly item 7 under Articles, as well as notability guidelines for websites. Please note that articles must be on notable subjects and should provide references to reliable sources which verify their content.

Please do not remove the speedy deletion tag yourself. To contest the tagging and request that administrators wait a while for you to add contextual material, please affix the template {{hangon}} to the page, and put a note on Talk:Michael Buckley.. Feel free to leave a note on my talk page if you have any questions about this. Thanks.",0
"NO. You have the right to express an opinion that you consider it to be Hasbara, or crap, or both. You do not have the right to identify it as Hasbara, crap, or both.",0
"Rebecca sounds like a fat ugly dyke who hates men, and you sound like a snivelling little coward who hates men, and since you live in South Australia i'm betting even Aussie Rules is a bit much for you.",1
"Hi 

you're my little b1tsch",1
"FUCK THA WORLD AND FUCK SINNEED AND FUCK FT2",1
"LOL. You are a moron.",1
"""
All I know is that you seem to be a silly man. Then you bring that ridiculous Coldplay expert into this diseased game and that is ultimate joke.   Is he supposed to be the resident Wikipedia music expert?  I mean, what kind of mindless fool imagines there is a molecule of talent to singing a song about """"Jello"""" like some castrated schoolboy?  Have you heard how they play guitar? Chugga-chugga-chugga, it is alternative no-talent trash of the worst kind!  I don't care how the brainwashed masses are deluded and deceived into thinking Coldplay is quality music when so obviously it comes from the sewer, except that is an insult to the sewer.  Those who attack Soviet Russia attack a nation that created the greatest music known to mankind and the new """"democracy"""" of gangsters only destroyed whatever quality once existed.  Do not compare Coldplay to great art, please, do not be sillier than you already are, because Coldplay is an example of everything that is wrong with music today. My dog knows more about music than Coldplay, sings better than Coldplay, and he did not go to a school of castrated schoolboys to learn that much.
  """,1
""" 
 ::::OK, fuck civility. You're clearly an idiot if you nobody else can """"analyze"""" (count) and get the same numbers I did. Your table is also flat-out retarded. I've had enough of dealing with you.   09:33, September 10, 2014 (UTC)  

 """,1
"""
Hitomi Kobayashi
Re your removals of appropriate Fair use images at http://en.wikipedia.org/w/index.php?title=Hitomi_Kobayashi&action;=history
So, according to you  spittle-mouthed, fanatical, true-believing, Wiki-jargon-ranting dumb-fucks, films are made for the blind. Any visual depiction of any film, posters, or performers is """"decoration"""". How about this for the newest up-is-down Wiki-blather: """"A word is worth a thousand images."""" Newsflash to the clueless: As it is currently set up, Wikipedia will never be a reliable source. The only thing it could do well is pop-culture and trivia just like what dumb fucks like you hate and destroy. Dumb fucks like you have destroyed Wikipedia's only valid. I hope you fucking baboons enjoy rotting in your own stench   """,1
"""
Shut the heck up; they were not reversals. STOP ACCUSING ME OF SOMETHING I DIDN'T DO. I feel insulted. (Talk?) [ (New thread?)] """,1
"""

 Go away 

My comment was not made """"towards his dignity"""" (whatever that means). It was a statement of fact and my opinion on the incident. Everyone else gets to post """"encouraging"""" messages, so I should be allowed to post the other side of the debate. WP:CENSOR agrees with this. Read up on your policies, buddy. WP:NPA doesn't come close to applying here, as I did not give """"personal attacks,"""" per se, but rather, an educated negative opinion that is perfectly allowed by policy. Reverting the page to contain my comments, and I'd appreciate it if you didn't revert me again.207.80.142.5 """,0
"What the heck? 

What the heck is a good machine parseable datasets? I reaaly don't know about how to program bots and the like. Could you please reply on my talk page?",1
"WHAT KIND OF SICK UNTRUE RUMOUR IS THAT?",1
"Regarding edits made during September 18 2008
Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. ()(Talk)",0
"""
Actually I like the """"aftermath"""" too.  It is appropriate and gives a better sense.  Gen. Yazici was a WWI Gallipoli veteran afterall.  """,0
"Hello Gwickwire,

Thank you for your helpful advice.
<<>
I went on-line and searched 15 different Wikipedia articles about companies and didn't find one with a green + sign.  I found the green + sign in other articles, but nothing that would serve as a guide for mine, about a company.  Any suggestions for good examples of articles written about companies?

Thanks, as always,",0
"""

 """"Life"""" vs. """"good behaviour"""" 

This article needs a lot more citing, in general. However this recent edit seems problematic. It needs to be cited, or better, amplified to say something like """"good behaviour"""" (US Constitution: Article 3, section 1, second sentence) which is effectively """"life"""". There are many sources for the constitution, here is one I found: Emory law library Hope that helps.  ++: t/c """,0
""" 

 == Enoch08 == 

 Have you read his contribs? I'll grant that the autoblock hit someone it shouldn't have, but stuff like """"VANDALISM IS FUN"""" and """"JIMBO YOU AND WIKIPEDIA ARE FUCKERS"""" would seem to be """"user hates Wikipedia"""", yes? 

 """"Overdue for block"""" - that's what I use for people did severe vandalism several months ago and haven't contributed since.  """,1
"You earned it )  I don't know where I would've found all those pics for the TBII page.  Keep up the great work )",0
"SHUT THE FUCK UP BITCH U DONT KNOW ME SO I SUGGEST U KEEP UR FUCKIN MOUTH SHUT AND MIND UR OWN BUSINESS U DAMN NERD.",1
"YOU SUCK 

YOU SUCK AND YOU KNOW WHAT YOU SUCK DON'T YOU",1
"""Excuse me for rudely interrupting, but:

Just what the fuck is the purpose of this so-called article?

I ask this question in the existential sense of the word """"purpose"""". What possible purpose could this serve, other than '''your own voyeurism or compulsive curiosity?

Think about it. Now back to your small-minded list-making task. == 

""",1
"His Legacy 
[Fans honor Dilla's legacy through edit wars and by bootlegging his album.] 72.66.80.133",0
"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question and then place {{helpme}} before the question on your talk page. Again, welcome! 
With what you are writing in Formica, you are being very modest when you say you are not an expert on ants. Have fun contributing, let me know if I can help you. You just add a note on my talk page and add four ~ signs and you should get a signature. You can figure the rest such as citing references as you go along. Cheers.",0
"Reverting a link with spam is a double standard and makes you a hipocrite.",1
"""
Getting what specifically? So far Busby has been right about most things. His detractors are from the Nuclear Industry. He is a recognised expert and not as far to the extreme as you claim WP:HONESTY WP:NOTSCANDAL. I am dismayed why you continue to attack this man especially when your identity is known, this leaves you wide open for proceedings as Busby has apparently started to do. Nuclear and it's radiological effect are now understood, Busby has significantly contributed to """"internal"""" emitter debate, this the central argument of second event theory. Modern research has now accepted this damaging form of exposure as it was previously ignored. You could say in fact that Busby was ahead of his time and received much criticism for it.    """,0
")

We're getting many attempts to use the passive voice in the article again.   reversion used it, and  edits continued to use it, only adding a preposition.  17:52, 7 February 2007 (UTC",0
"I'm glad  asked the question; that you are not a WP:Newbie is why I made this edit a month ago to see how you would react, and is why I am watching your account, just like I was watching this recently indefinitely blocked editor. But, anyway, it's not like you are under an official WP:Sock investigation.",0
"""

 Years 1900 to 1961 done 

Reply to User_talk:Grey_Shadow#Years_1900_to_1961_done.

I lost count above 1000 

 I was waiting on your comments. 

Feel free to publish at any time. I will move what is in the incomplete list to the novels stubs. I am glad you like the format. I will continue to add more, but that will do for now. I will put the new list up today so it does what the page says. Sorry for the delay, I was waiting on your comment. Eagle talk 
yes please feel free to modify my statement. (publish all the plans. I would like to have more imput) Eagle talk 

 Novels and Movies 

For articles that cover both a novel and a movie of the same title, is there a standard article title format to split them up (e.g. """"Starship Trropers (novel)"""", """"Starship Troopers (movie)"""")? Also, is there a standard novel infobox to be used at this time?

Second things first. Non specifically, but we use {t1|Infobox Book}}. On the naming the major work of the two would tend to get the """"basic title"""" and the other would tend to get either """"Title (novel)"""" or """"Title (film)"""" or if more than one """"Title (Jo Soap novel)"""" or """"Title (1992 film)"""". Hope that helps. Don't forget Disambiguation pages. :   (Talk Page)/ 

And thanks for the heads up regarding archives. Seems a much better way to clean up.  

no problem. :   (Talk Page)/ 

 Criteria 

Criteria is as you set it. I will move the book to novel stuff to the right place. within 26 hours of this post I will put up the new prototype list. Status of the code is go ). 
Note on the criteria, for the current lists it is as stated. For the new proto list (up in 26 hours of this post) it will be very simple, are the hits correct, am I giving you guys articles that have complete infoboxes? I can guarrentee that all the articles will have an infobox... becuase I will be parsing the template category. The primary problem will be to seperate out novels from the books. (right now the code will give both) Remember this is a wiki... All I am doing is writing the code, this wikiproject needs to tell me what to do. (p.s. I want to start to have conversations on one of our forums (WP:NOVEL talk page), rather than on our talk pages. Eagle talk 
To make it 100% clear, the new proto list will have ALL the incomplete infoboxes. Our problem will be sorting the novels from the books. (of course we could do both..., or make this list a joint project...) Eagle talk 

ok by 04:00, 7 july 2006 (UTC) I will be ready. Feel free to edit my statement in the newsletter ) I have other things on my hand. Thanks Eagle talk 

Novels WikiProject Newsletter July 2006
Here is the new edition of our monthly newsletter.
{|
| colspan=""""2"""" valign=""""middle"""" style=""""width: 60%; background: #FFC080; border: 1px gray solid; padding: 1em;"""" |
 The Novels WikiProject Newsletter Issue II - July 2006 
|- 
| valign=""""top"""" style=""""border: 1px gray solid; padding: 1em; width: 65%; """" |
 Project news
 The project's automatically generated worklist Novels without Infobox has been worked through giving infoboxes to most of the s. This is about to get a regeneration probably with new genres.
 In addition to the raft of articles on the Simon Templar as The Saint novels added last month, then the Modesty Blaise series and now starting on Matt Helm series. All the inital work of one editor!
 One editor has been putting in sterling work coverting novel articles from """"yyyy books"""" categorization over to """"yyyy novels"""".  
 Again notice that the  now has a new field for """"illustrator"""" for indic",0
"Add to wikipedia

Hi Blotto adrift, why dont you start correcting the errors on wikipedia instead of defending your edits?  Do you think you know everything?  It appears that you do.  How about you get a degree and start teaching because then a class will be forced to hear what you say.  You will fit in with all those profs who think they know everything but know nothing.  Stop acting like a child and grow up.",1
"""
 """"WP:Null edits always make me laugh - in French, a """"nul"""" is a """"dummy""""... so in French, instead of """"Microsoft Access for Dummies"""" you have """"Microsoft Access pour les nuls""""  (talk→  ←track) """,0
"I believe your examination will yield the same results.",0
"""

 I need an advocate and help with mediation 

Greetings,

I need an advocate who will walk me through the mediation process.

I am trying to get the following added to the Many Worlds Interpretation of Quantum Mechanics.  Max Tegark is a renown physicist and a PhD profressor of cosmology at MIT.  He agrees with my addition.

I am having problem with an editor by the name of Lethe who follows me around Wikipedia reverting all my edits without commentary.

I have tried reasoning with him on discussion pages, but he refuses to read what I write.

Advantages of MWI

If Hugh Everett's theory was just another interpretation of Quantum Mechanics it would have no followers, especially since it proposes the existence of countless other universes which theoretically can never be observed. Because it is not falsifiable it seemingly violates Popper's criteria for a good scientific theory. The reason it has so many adherents is because it offers numerous advantages over the Copenhagen Interpretation, among which are the following:

1. Quantum mechanics becomes a deterministic theory making it more compatible with the theory of relativity and all other physics theory to date which are all deterministic. The Copenhagen Interpretation introduced indeterminacy and randomness into science. Aside from the Copenhagen Interpretation of Quantum Mechanics there is no scientific theory that includes indeterminacy or randomness. Einstein particularly objected to this aspect of the Copenhagen Interpretation. In response to it, he said, """"God does not play dice with the universe.""""

2. It eliminates the """"measurement problem.""""

3. It eliminates Von Neumann's """"boundary problem"""": where to draw the line between the micro world where quantum mechanics applies, and the macro world where it does not. Shortly before his death in 1953, Albert Einstein wrote: """"Like the moon has a definite position whether or not we look at the moon, the same must also hold for the atomic objects, as there is no sharp distinction possible between these and macroscopic objects.""""

4. It eliminates the special place for an observer and human consciousness.

5. It restores objective reality of the universe between measurements. Shortly before his death, Albert Einstein also wrote: """"Observation cannot CREATE an element of reality like a position, there must be something contained in the complete description of physical reality which corresponds to the possibility of observing a position, already before the observation has been actually made.""""

6. The wave-particle duality paradox evaporates. It simply and naturally explains the double-slit experiment. Richard Feynman said, """"[the double-slit experiment] has in it the heart of quantum mechanics. In reality it contains the only mystery."""" David Deutcsh wrote: """". . . the argument for the many worlds was won with the double-slit experiment.""""

7. Schrodinger's Cat paradox evaporates.

It seems Einstein's main objections with quantum mechanics had more to do with the Copenhagen Interpretation, than with quantum mechanics itself. While MWI does not quite generate the kinds of worlds necessary to justify the anthropic principle, it is a step on the way to Stephen Hawking's No Boundary Proposal and Max Tegmark's All Universe Hypothesis which do justify the anthropic principle.

 """,0
"""I will try to contribute to this article tomorrow providing I can get the Montevideo article sorted out and I have no more time wasters leaving unsavoury messages on my talk page, obliterating content I've generated or pretend policemen with shiny plastic handcuffs turning up... By the looks of it though you've done a fantastic job (as per usual).. If only we could get all those policemen to leave the force and do the same to articles...♦ Dr. Blofeld 

""",0
""" 
 the use of the word 
 """"fuck""""""",1
"""  I think a comparison to coal liquefaction can serve as an economic """"backstop""""?""",0
"im not vandalizing u doush bag mother f er and band me ill just get on my phone",1
"Urdu Wikipedia 

Asalam-o-Alikum

I request you to please contribute to Urdu wikipedia. We are trying hard to build this wiki. Current article count is 617. Your help in any way would be appreciated.(even if you understand basic level of urdu)",0
"""

Please do not add commentary and your personal analysis of an article into Wikipedia articles. Doing so violates Wikipedia's NPOV rules and breaches the formal tone expected in an encyclopedia. If you would like to experiment, use the sandbox. Thank you.  (TalkˑContribs) """,0
"""

 Yeah 

You're right, he's a complete cock. Runs and tells his boyfriend whenever anyone questions the shitty job he does of """"creating"""" pages.""",1
"Well that's the other way of dealing with it of course ) I guess I didn't think PROD would be worthwhile as they usually get removed, but in this case there's been little editing activity so it will probably work.",0
"September 2013 (UTC) 

 It is a well known scientific fact that if you go too long without having an orgasm, your balls will explode and the pain will kill you.   23:25, 10",1
"It doesn't need a response, it just needs an indication of what arbitration mechanism is available on this site.",0
"NOT SET IN NEW YORK !!!! 
why when i deleted the Category Video games set in New York City some retardeds keep putting it back ? now for all the retards who think it should be back listen up-the game takes place in liberty city not new york !!!!!! just because liberty city is based on new york does not mean that the game is set in new york you fucking retards !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
"Fuck you 

Fuck you",1
"Someone needs to distinguish mutuality from consideration.  For ex, in an option contract mutuality is not required unless the want of mutuality precludes consideration",0
"""

 Hie DVdm. I was writing what follows while you made your edit. I can't right now, but I will coming to review in detail your example.
Thanks Johnuniq for your advice and input. Concerning the actual statement, I had already thought that after clearing things up with DVdm, I would rephrase it into something in the lines of """"He is an iconic and inspirational reference for the generation growing up in the late 1970s, early 1980s."""" Adding """"to some of the generation"""" should clear your objection about the absence of stats. But that's not the really important issue here. The fact is that it is ethically improper from me and from Wikipedia to declare that the (you call it blog) site is not a reliable source here, but then find that the links and statements in """"Inertia Coupling"""" or """"Alexander Abian"""" are significant enriching contributions to the users of Wikipedia, and the sourced site is reliable there. BTW, in these two and the few other topics the source is mentioned, the statements leading to the source links would qualify as synthesis. It would be highly objectionable from Wikipedia to keep those links unchallenged for the time being, and when someone gets around to rewriting the original material in the specific blog posts, the links will be trashed out. At this point 1) The sentence being vague and inaccurate can be corrected. 2) It seems that if you articulate a sentence validated by some sort of source that is not a direct quote, in most cases some synthesis is involved. 3) There is still the issue of the site being a reliable source. It seems to me that the Wikipedia efforts to keep the wackos with weird theories at bay, is leading editors to substitute verifiability, intelligibility and common sense by arguments of authority. This would set me going into a long winded argument about what is happening to Wikipedia, once lauded as the place """"to come as you are,"""" becoming stiff, purely factual and tight in such a way that it carries a lot of knowledge but no understanding. This in turn carries into a discussion about public education, and the work that Carl Sagan is known to the general public for. Cosmos was not about this marble statue said so but instead these are the reasons why we think so. To me the posts in the disputed site I linked to are interesting (but that maybe just my own personal opinion) and Wikipedia users having them available is positive, constructive and enriching for Wikipedia, and that's the reason I linked to them in the first place. Throwing them out, all of them, seems like excluding a whole plethora of good things, the baby with the bath water, because a Wikipedia directive says so, just because it does, not noticing the directives were written to prevent bad things from happening, it would seem to me, not to exclude good things by statute. So the reliable source rules are something I would like to discuss a bit more at length.   """,0
"I don't give a fuck about the personal attack shit.  The Pats win 35-21.  Ohh ya, wouldya block me yet, or are there rules about that shit too?",1
"I've a Rotating IP address.  89.100.0.70",0
"== Bristol Parkway railway station == 

 I never fucking agreed to do a review. All I fucking did was pass on a consider view of the status of the article.  I had been heavily edited for almost a month and  suddenly expects the whole of Wikipedia to gather round and praise him.  Get FUCKING REAL! Honestly, all you people who come on Wikipedia in order to get people to polish your ego's need to start to get FUCKING LIFE. So let me make this real clear to you ... I don't give a flying FUCK about the GA review for Bristol Parkway railway station. -",1
"wiki 

ur such a nerd man....why waste ur time editing wikipedia?",1
"How many time are you going to try to block me before you realize that you actually can't do shit about it ? I might not know about your Unfair Wikipedia rules but 
I know about computers... I also know how tracing IP and changing them. So Mister Jimbo, your friends did not give a damn about asking them to step back and asking them for leniancy ? I will contribute to Wikipedia my way and as you will find out, there is so little you will be able to do about it. This will end in court. Now don't forget to block this IP and to read your stupid and unfair statute and which one to apply here. Bbb23, we'll have a talk someday but out of Wikipedia where I can teach you my personal rules about respect. It's never a good thing to fuck with me.",1
"* Oh, the creator herself was stupid enough to ask deletions about her own works, crazy. What can one do? Are you not happy where you are? Or? Saw Brachy about the pope. )",1
":That fucking thing was right fucking ridiculous.",1
"More Golden Sun images 

I just found this site which has some screenshots that I could use for the Golden Sun article. Do you think I could post some of these screens without violating anything?",0
"shut up ok nicholas jimenez",1
"I also added a link to the site RobertZubrin.com but some tosser keeps deleting it. If I catch the dickhead I'll cut his fucking face off. Must be some loser who is jealous of Robert Zubrins success.",1
"You're still a snivelling little cunt and a foul fruit",1
"Please refrain from adding nonsense to Wikipedia, as you did to Terrorists and Terrorism. It is considered vandalism. If you would like to experiment, use the sandbox.  If you feel that the edit I reverted should not have been reverted, please contact me.   (talk)",0
"WikiTheClown
Welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of your recent edits, such as when you reverted my edit to Ibanez, shows you to be a rediculous fuck.  Please refrain from being a rediculous fuck.",1
"Has anyone considered it might be from the HBO Rome series?  We should check the scripts.",0
"Kirby | first=David A | year=2005 | chapter=Extrapolating Race in GATTACA: Genetic Passing, Identity, and the Science of Race | editor1-last=Metzl | editor1-first=Jonathan M. | editor2-last=Poirier | editor2-first=Suzanne | title=Difference and Identity: A Special Issue of Literature and Medicine | publisher=Johns Hopkins University Press | pages=184–200 | isbn=0801882052 }}
{{cite book | last=",0
"Ni Hao! 

plz do not ban me then i will eat a hamster without ketchup and it will be ur fault. u will 4evah haev teh bl00d of teh h4mster on ur hands.",1
"REDIRECT Talk:Civil unrest in Kenya (2007–present)",0
"I know the RIAA are the ones who award the certifications...their database on the website is not frequently updated unfortunately. Here are some more sources reporting on the matter, including Fuse (http://www.fuse.tv/2015/07/paramore-misery-business-triple-platinum) and Rock Sound (http://www.rocksound.tv/news/read/misery-business-goes-triple-platinum).",0
"Why don't you die?   talk",1
"""

 Good Luck 

wikipedia sucks
71.186.170.196 
Oooh.. look at all your awards..  I'm certain they make you feel good inside.71.186.170.196 
Persistant I see.. I feed off this shit man.71.186.170.196 
What no fancy pre-written messages about how I'm breaking all these useless rules on a useless editor's page on a useless """"encyclopedia""""71.186.170.196 """,1
"Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia.  Artaine (talk)",0
"Hi!!!=
Hi I am new to wikipedia and would like to get
laid! Please help me find some good girls!!!

Peace",0
"It could turn it into Wikipedia:Set index if it goes back to its original name of British military history",0
""" 
 :It's those damned drugs! -D  e """,1
"Impact of reviews: A Harvard study. This source has links to other sources",0
"I will not leave you. 

You accused me of bring some other guy. Think: If I and Jai Raj K were the same person, I would have voted 'delete'. Why would I ever present a solid evidence for the list? You have threatened me and blackmailed me in the past. You are nothing but a piece of crap. You are a loser in real life. That's why you threaten and blackmail people. This time I will not keep quite. Be ready for some firework.",1
"CrankScorpion

You imaged these basaltic columns near Lamont-Doherty Earth Observatory in Palisades New York. I was unaware of these columns and I would like to vist them and image them.
What road are these columns on? I wish to visit. I live in The Bronx. Can you send me directions to these columns?

Thanks

24.44.189.124",0
"irrelevant as the other findings",0
"You currently appear to be engaged in an edit war. Note that the three-revert rule prohibits making more than three reversions in a content dispute within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content which gains a consensus among editors.  

If you revert the edits by Skeeker or any other user that provide citations you will be reported and blocked. Consensus has been reached on the Children of Bodom talk page regarding Children of Bodom's genre and it would be wise if you would visit the page. Also please don't attack other users as you did to Skeeker on your revert summary, if you continue you can be blocked for this as well.",0
"The user also mentions that their preference, 50/50, would be unrealistic.",0
"""
 You're welcome. I love inserting myself. The issue is formatting. See WP:SOURCES. Also, a number of the sources you gave were not WP:RS. Last, it's perfectly fine to revert """"legitimate references"""" if there's no consensus for the material. See WP:BRD and WP:CON. I hope you calm down and discuss instead of treating it like a WP:BATTLEGROUND.  (talk) Please {{re}} """,0
"Vandalism warning

 [
http://en.wikipedia.org/w/index.php?title=Ctenophora&curid;=62251&action;=history This edit] toCtenophora was vandalism - stop it or you will be blocked.",0
"Can you look Ambedkar page? 

I ask you kindly look Ambedkar Page and the user theredpedofdoom , he is constantly reverting the edits of other articles also.
He removed the table from Ambedkar page.
With regards.",0
"Open page 36, last paragraph. He says that, Nayars are the only matrilineal caste in Kerala. Its absolutely bullish. Thiyyar followed matrilineal system.see:http://books.google.com/books?id=7Hue54bWk6IC&pg;=PA18&lpg;=PA18&dq;=Thiyya+matrilineal&source;=bl&ots;=XJifXKZdQI&sig;=m86sC9W9gKfjDbWigawum7KkIhk&hl;=en&sa;=X&ei;=rVlPUfHlOo3ligK2tYC4Bg&ved;=0CD4Q6AEwAg#v=onepage&q;=Thiyya%20matrilineal&f;=false",0
""":No, it was not! The Soviet Union dissolved in December 1991! It is better to say """"biggest protest during the presidency of Vladimir Putin and Dmitry Medvedev""""   

""",0
"""

 Dan56 

I keep responding with facts, and Dan56 keeps taking personal shots at me (""""Delusional,"""" """"Fan."""")  Please stop harassing me.""",0
"==This is a joke, yeah?== 

 This article is weird, SJW type weird. I will just assume it is a joke, and if it isn't then enjoy becoming irrelevant wikipedos since Republicans are on the ascent politically. Fuck liberals, you fucking fucks who sit in your middle class homes in America safe from criticism. I hope you die.",1
"Articles are not meant to be trolled, I don't care you're admin, I've been on Wikipedia for years.",0
"i am chilliwack you fucking moron",1
"Thanks for the heads up asshole.",1
""" 

 ==Bitch I'm Madonna== 
 Would you kickstart this one, I think its high time seeing this. — [  ] """,1
"ur anut patootie pooped her first wrd.congrats.ur uncle will do so to tomorrow. don't fuck ur self off.",1
"The picture sucks.  Someone should put a different one up.",1
"Fuck Off! 

Fuck Off!",1
"== YOU ALL GAY!!!!!!!!!!!!!!!!!!!!!!!111 == 

 IM THE COOLE ST YUO AL L SUCK GO TO HELL!!!!!!!!!!!!!11",1
"dont be sorry... there are plenty of other pages of a similar nature like the one i tried to create with less fact and information that seem to be perfectly acceptable on Wiki.. but I can't seem to win, no matter how I edit my page... so i give up.

the Sea Hawkers page is linked from my portfolio site.. because the organization redid their site last year.. and removed pretty much ALL of their previous content...",0
"Ey!!! 

You should better watch yourself!!!",0
"""

More problems with user ALR
User ALR is really annoying again and keeps removing factual information and dubbing it """"conspiracy theory"""" when is evidenced by materials available in the public records office. User ALR has a problem with UFO researchers and is dubbing us """"nutters and idiots"""". With this attitude it is no wonder that any time anyone tells the true story about P&SS; involvement in UFO report investigation then ALR removes this information and is treating this WIKI page as the truth according to him and only him. References to books removed by ALR. Why? Links to useful pages, removed also by ALR. Why.
What is ALRs problem. Can someone please investiagate and sanction this user. Truthseekers666 (talk) Truthseekers666 Matthew Williams 2-2010   """,0
"""

 Editing on Hypertension 

Hi DocJames, 

As a long time wikipedia watcher, I feel like I'm talking to a celebrity here after seeing your name on so many medical pages. I'm a medical student who uses wikipedia very frequently, and now that I'm getting to the end of my training I'd love to be able to contribute back to the encyclopedia that got me through my training. 

As you can see, I'm fairly new to the editing scene, so any guidance you can give me would be much appreciated. Regarding my recent edits on the Hypertension article, as I mentioned in the """"talk"""" page I'm basically trying to find a way to get rid of the """"daunting wall of text"""" problem that I feel the article has at the moment. I'd like to preserve all the hard work that others have done on providing detailed research, but to try to keep the page as something that even people who got diagnosed with hypertension and are wondering """"what's that?"""" can browse with relative ease. As such, I feel that the best way to go forward is to preserve the highly detailed content (most of which is only relevant to medical professionals) on specific pages, and keeping the sections of this page down to a few short paragraphs summarising the most relevant points. Let me know what you think about this approach, and please modify my submissions or revert them as you see fit. 

  """,0
"and I am a homosexual.  I think I am better Wikipedia user than you.  Please refrain from making edits to the site.  Thank you.  That is all, asswhipe.",1
"billy gayheart kick ass",1
"Today I did a cleanup and archive of a lot of old chatter, but that text was always there.  Maybe it was just more visible now that the page is shorter.  Apology accepted.",0
"Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!!",1
"STOP CENSORING A COMPLETE ACCOUNTING OF GREER'S ACTIONS AND INACTION DURING NOVEMBER 22, 1963, YOU BASTARDS!",1
"im not m1rth so stfu.",1
"bullshit the only reason striver is even pushing to keep the images around is so he can use them to pov push on here. they should go and trying to hide the debate elsewhere is bullshit.",1
"""

 Editing pages 

To anyone who reads Dmacks' talk page you will now how that there is only one person entitled to an opinion and that is Dmacks.  Hopefully he wont read anything you edited as he will just change it back.  He is very arrogant.  —Preceding unsigned comment added by 78.151.32.16   """,0
"megan gosse is a poop",1
"""

 December 2007 
 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.  BONK! 
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.""",0
